movieId,title,genres,tmdbId,overview,poster_path,release_date,vote_average,tmdb_genres
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,14819.0,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",/uN65XQzyPknLZs2R6koZ2Cu6eGC.jpg,1995-02-17,6.162,"['Family', 'Comedy']"
251,"Hunted, The (1995)",Action,32631.0,"Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.",/luCVuKiRBcQjr9MuY9mRCTehjpY.jpg,1995-02-24,5.68,"['Action', 'Drama', 'Thriller']"
252,I.Q. (1994),Comedy|Romance,11777.0,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,/1dLR9LX4O8DSyaU5OR3N0472IR.jpg,1994-12-24,6.0,"['Comedy', 'Drama', 'Romance']"
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628.0,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",/2162lAT2MP36MyJd2sttmj5du5T.jpg,1994-11-11,7.4,"['Horror', 'Drama', 'Fantasy']"
254,Jefferson in Paris (1995),Drama,87729.0,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",/vcZCvsm920LoNDb7pMibJkxIE4n.jpg,1995-03-31,5.0,"['Drama', 'Romance', 'History']"
255,"Jerky Boys, The (1995)",Comedy,18713.0,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",/yUbdqyZaeaoNKBQmnmtim1IIAf1.jpg,1995-02-03,4.3,"['Comedy', 'Crime']"
256,Junior (1994),Comedy|Sci-Fi,6280.0,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",/swxxtzYc60qqnFhfWMFdmx9QXvY.jpg,1994-11-22,5.2,"['Comedy', 'Science Fiction']"
257,Just Cause (1995),Mystery|Thriller,9061.0,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,/hbkS4UpgHcGhLlGy9YCX4WIJ4lu.jpg,1995-02-17,6.3,"['Action', 'Drama', 'Mystery', 'Thriller']"
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,37108.0,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",/y269Xj4nOi4YHOKT241c4xubgGv.jpg,1995-08-11,5.0,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
259,Kiss of Death (1995),Crime|Drama|Thriller,6071.0,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.",/2cCxEqeIy6Q8HgVjfT7obOnF5Zi.jpg,1995-04-21,5.7,"['Crime', 'Thriller', 'Drama']"
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11.0,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,8.201,"['Adventure', 'Action', 'Science Fiction']"
261,Little Women (1994),Drama,9587.0,Four sisters come of age in America in the aftermath of the Civil War.,/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg,1994-12-21,7.3,"['Drama', 'Romance']"
262,"Little Princess, A (1995)",Children|Drama,19101.0,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",/9V4bAVEskSNbEqjVI0YmeuB0n8I.jpg,1995-05-10,7.6,"['Drama', 'Family', 'Fantasy']"
263,Ladybird Ladybird (1994),Drama,49980.0,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg,1994-02-18,7.2,['Drama']
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183.0,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg,1992-04-16,7.277,"['Drama', 'Romance']"
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476.0,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg,1994-12-23,7.38,"['Drama', 'Western', 'Romance', 'War']"
267,Major Payne (1995),Comedy,11008.0,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",/kWHx5eq7PELkF3If7LrrhuBskRG.jpg,1995-03-24,6.4,"['Adventure', 'Comedy', 'Family']"
269,My Crazy Life (Mi vida loca) (1993),Drama,32325.0,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",/gtKIaHUqkNqdgVnMFosyVJXvKMC.jpg,1994-06-08,6.6,"['Crime', 'Drama']"
270,Love Affair (1994),Drama|Romance,43742.0,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",/uPEh48HZN9qqewkF2Hsi9BD6oz7.jpg,1994-10-21,5.4,"['Drama', 'Romance']"
271,Losing Isaiah (1995),Drama,28313.0,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",/oHALKuPewtqIn2BcluZsGvcEG1P.jpg,1995-03-17,6.5,['Drama']
272,"Madness of King George, The (1994)",Comedy|Drama,11318.0,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",/1dTSY023ZyBbgVSKDRuA6JLGSnZ.jpg,1994-12-28,6.8,"['Comedy', 'Drama', 'History']"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3036.0,"Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,1994-11-04,6.443,"['Drama', 'Horror', 'Science Fiction', 'Romance']"
274,Man of the House (1995),Comedy,40490.0,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,1995-03-03,5.4,"['Comedy', 'Family']"
275,Mixed Nuts (1994),Comedy,24070.0,The events of a crisis hotline business on one crazy night during the Christmas holidays.,/xPdQMqxWnFwCKOIto8dBEorTtGR.jpg,1994-12-21,5.4,"['Comedy', 'Drama', 'Romance']"
276,Milk Money (1994),Comedy|Romance,8986.0,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",/od8SCOMLDq4iRYaHNqihQVn1SNE.jpg,1994-08-31,6.4,"['Comedy', 'Romance', 'Drama']"
277,Miracle on 34th Street (1994),Drama,10510.0,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg,1994-11-18,6.752,"['Fantasy', 'Drama', 'Family']"
278,Miami Rhapsody (1995),Comedy,17402.0,"Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy.",/joturqaJfAJ8XHPadT8kibgSpS4.jpg,1995-01-27,5.2,"['Comedy', 'Romance']"
279,My Family (1995),Drama,38722.0,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",/i6t6QF5QyUd3UAQ8JM8eVU1169D.jpg,1995-05-03,7.5,"['Comedy', 'Drama']"
280,Murder in the First (1995),Drama|Thriller,8438.0,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",/duUpJUmuz82OKMwGnKc8sCV7emS.jpg,1995-01-20,7.1,"['Crime', 'Drama']"
281,Nobody's Fool (1994),Comedy|Drama|Romance,11593.0,"A rascally nearing-retirement man juggles a workers' compensation suit while secretly working for his nemesis and flirting with his nemesis' young wife. As his estranged son returns, he faces new family responsibilities, while a banker plots to evict him from his home.",/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg,1994-12-23,6.893,"['Drama', 'Comedy']"
282,Nell (1994),Drama,1945.0,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",/aIDp3x2YfijtdherR28pIH6yenn.jpg,1994-12-23,6.6,"['Drama', 'Thriller']"
283,New Jersey Drive (1995),Crime|Drama,39310.0,"Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",/lXJWJT6lfAg2NEqEueJcI4ESWSG.jpg,1995-04-19,6.2,"['Crime', 'Drama']"
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,109560.0,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",/5kXO783UrTaKZE3wn0KZv3RubZc.jpg,1993-08-14,2.8,"['Action', 'Thriller', 'Crime', 'Drama']"
285,Beyond Bedlam (1993),Drama|Horror,56428.0,An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.,/rqArVCgag2ng179rb3OXeEnS4Lo.jpg,1994-04-22,4.6,['Horror']
287,Nina Takes a Lover (1994),Comedy|Romance,131957.0,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",/ouiE82bOuBl4IeEnY2gJe8teQFT.jpg,1995-03-03,5.4,"['Drama', 'Romance']"
288,Natural Born Killers (1994),Action|Crime|Thriller,241.0,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,1994-08-26,7.052,"['Crime', 'Thriller', 'Drama']"
289,Only You (1994),Comedy|Romance,9058.0,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named 'Damon Bradley', but she has yet to meet him. Preparing to marry podiatrist Dwayne in ten days, Faith receives a phone call from Dwayne's old classmate Damon Bradley, who is on his way to Venice. She impulsively decides to fly to Italy with the hope of finally encountering the man of her dreams. Accompanying her on the trip is her sister-in-law and best friend Kate, who has just left her husband, Faith's brother Larry.",/7mLLANXgUg3bibTiUitDlB0NZcU.jpg,1994-03-04,6.7,"['Romance', 'Comedy']"
290,Once Were Warriors (1994),Crime|Drama,527.0,"In a violent relationship, it takes a mother’s strength to save herself and her children from the man she loved. Once Were Warriors is a violent love story set against a contemporary urban backdrop.",/kRNANrGG50AaU2TwN0kg7tkYqlQ.jpg,1994-09-02,7.374,['Drama']
291,Poison Ivy II (1996),Drama|Thriller,18220.0,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",/jXLuQYRwWNuwW8dkx3zo5bWon2r.jpg,1996-04-26,4.646,"['Drama', 'Romance', 'Thriller']"
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,6950.0,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,1995-03-10,6.6,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,101.0,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,1994-09-14,8.3,"['Crime', 'Drama', 'Action']"
294,"Perez Family, The (1995)",Comedy|Romance,63020.0,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",/jxi3UDHf86kDk5hqJxnpEMzVch2.jpg,1995-05-12,6.0,"['Comedy', 'Drama', 'Romance']"
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2307.0,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",/tjhmiAVkxl1EHkE9o6C93yKQdJ1.jpg,1995-04-28,5.1,"['Comedy', 'Drama', 'Romance']"
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,680.0,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,1994-09-10,8.486,"['Thriller', 'Crime', 'Comedy']"
298,Pushing Hands (Tui shou) (1992),Drama,25296.0,"Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.",/2z7QvDFDYnjd7nQhAfMW1zDihXd.jpg,1991-12-07,7.365,"['Drama', 'Comedy']"
299,Priest (1994),Drama,40156.0,The deeply held religious convictions of an idealistic young priest are challenged when he must face extraordinary events within his own congregation.,/yCZ2eGJb78HzaYthNwVF8R0G6BG.jpg,1995-03-24,6.221,"['Drama', 'Romance']"
300,Quiz Show (1994),Drama,11450.0,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,1994-08-25,7.252,"['History', 'Drama']"
301,Picture Bride (Bijo photo) (1994),Drama|Romance,30304.0,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg,1995-05-05,6.4,"['Drama', 'History']"
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,10452.0,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,1994-05-13,7.2,"['Drama', 'History', 'Romance']"
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,12106.0,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,1995-02-09,6.544,"['Western', 'Action', 'Drama', 'Romance', 'Thriller']"
304,Roommates (1995),Comedy|Drama,161495.0,"An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",/ww737E66JgONeNCSZVuGRy7TvXI.jpg,1995-03-03,5.7,"['Drama', 'Comedy']"
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3586.0,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",/bb8pq3ap09S4KHsOvflXqoNJdWZ.jpg,1994-12-23,5.2,['Comedy']
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,110.0,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,1994-05-12,7.905,"['Drama', 'Mystery', 'Romance']"
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108.0,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg,1993-09-08,7.632,['Drama']
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,109.0,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",/fdIet3NSa27gobMbaUml66oCQNT.jpg,1994-01-26,7.446,"['Comedy', 'Drama', 'Mystery']"
310,Rent-a-Kid (1995),Comedy,36357.0,"Harry Habert, owner of a rental company, has an original idea—to rent baby's from a nearby orphanage to local families. He rents the Ward siblings, 2 boys and a girl, to his first customers.",/hnL5TxGumlBy68D4HovSlndEIkz.jpg,1995-01-01,5.6,"['Comedy', 'Family', 'TV Movie']"
311,Relative Fear (1994),Horror|Thriller,92769.0,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",/wG6wdsB9lqCwxsRycnzzXZDSo6m.jpg,1994-12-16,4.6,"['Horror', 'Drama']"
312,Stuart Saves His Family (1995),Comedy,28033.0,A self-help advocate struggles to put his dysfunctional family in its place.,/80YaWpUokDoPynsJi0ittpts3J0.jpg,1995-04-12,5.2,"['Comedy', 'Drama']"
313,"Swan Princess, The (1994)",Animation|Children,22586.0,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",/f5YvIPrkJ9HCsNbgzWJJyxXVNhj.jpg,1994-11-18,6.582,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']"
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,14334.0,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",/2FFcEEMMrnXh3CFz3aON92sLkXP.jpg,1994-05-14,6.7,"['Adventure', 'Fantasy', 'Family', 'Drama']"
315,"Specialist, The (1994)",Action|Drama|Thriller,2636.0,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert, to kill her parents' killers. When Ned Trent, embittered ex-partner of Quick's, is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,1994-10-07,5.925,"['Action', 'Thriller']"
316,Stargate (1994),Action|Adventure|Sci-Fi,2164.0,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg,1994-10-28,7.013,"['Action', 'Adventure', 'Science Fiction']"
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,11395.0,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg,1994-11-11,6.514,"['Fantasy', 'Drama', 'Comedy', 'Family']"
318,"Shawshank Redemption, The (1994)",Crime|Drama,278.0,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,8.718,"['Drama', 'Crime']"
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905.0,"When David, Juliet, and Alex find their new roommate dead with a large sum of money, they agree to hide the body and keep the cash. However, this newfound fortune gradually corrodes their friendship.",/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,1994-12-22,7.0,"['Crime', 'Thriller']"
320,Suture (1993),Film-Noir|Thriller,87078.0,A man named Clay  flies into Phoenix for a reunion with his long-lost half-brother Vincent.,/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg,1993-09-14,6.4,"['Drama', 'Thriller']"
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,12527.0,"In 1979 Cuba, flamboyant gay artist Diego attempts to seduce  straitlaced David, an idealistic young communist, and fails dismally. But David conspires to be ""friends"" with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two.",/8riS2hGneWg78MHuhP7NqvLERRy.jpg,1993-12-01,6.988,"['Comedy', 'Drama']"
322,Swimming with Sharks (1995),Comedy|Drama,20306.0,"Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.",/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,1994-09-10,6.6,"['Crime', 'Comedy']"
324,"Sum of Us, The (1994)",Comedy|Drama,36614.0,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""",/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,1994-07-28,6.7,"['Comedy', 'Drama', 'Romance']"
325,National Lampoon's Senior Trip (1995),Comedy,27993.0,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",/3QpB4KpMKRnZnsJOsemOZHDoQKw.jpg,1995-09-08,5.5,['Comedy']
326,To Live (Huozhe) (1994),Drama,31439.0,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,1994-05-18,8.07,"['Drama', 'Romance', 'War']"
327,Tank Girl (1995),Action|Comedy|Sci-Fi,9067.0,"After a comet disrupts the rain cycle of Earth, the planet has become a desolate, barren desert by the year 2033. With resources scarce, Kesslee, head of the powerful and evil Water & Power Corporation, the de facto government, has taken control of the water supply. Unwilling to cower under Kesslee's tyrannical rule, a pair of outlaws known as Tank Girl and Jet Girl rise up, joining the mysterious rebel Rippers to destroy the corrupt system.",/dpX63vJd6k5fMTudLaEOw9ffX8h.jpg,1995-03-31,5.5,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']"
